3194 450 600
248 533 0 1
250 532 0 1
249 532 0 1
248 532 0 1
247 532 0 1
251 531 0 1
250 531 0 1
249 531 0 1
248 531 0 1
247 531 0 1
246 531 0 1
251 530 0 1
250 530 0 1
249 530 0 1
248 530 0 1
247 530 0 1
246 530 0 1
251 529 0 1
250 529 0 1
249 529 0 1
248 529 0 1
247 529 0 1
246 529 0 1
245 529 0 1
251 528 0 1
250 528 0 1
249 528 0 1
248 528 0 1
247 528 0 1
246 528 0 1
245 528 0 1
244 528 0 1
243 528 0 1
250 527 0 1
249 527 0 1
248 527 0 1
247 527 0 1
246 527 0 1
245 527 0 1
244 527 0 1
243 527 0 1
242 527 0 1
241 527 0 1
248 526 0 1
247 526 0 1
246 526 0 1
245 526 0 1
244 526 0 1
243 526 0 1
242 526 0 1
241 526 0 1
240 526 0 1
239 526 0 1
238 526 0 1
237 526 0 1
246 525 0 1
245 525 0 1
244 525 0 1
243 525 0 1
242 525 0 1
241 525 0 1
240 525 0 1
239 525 0 1
238 525 0 1
237 525 0 1
236 525 0 1
235 525 0 1
246 524 0 1
245 524 0 1
244 524 0 1
243 524 0 1
242 524 0 1
241 524 0 1
240 524 0 1
239 524 0 1
238 524 0 1
237 524 0 1
236 524 0 1
235 524 0 1
244 523 0 1
243 523 0 1
242 523 0 1
241 523 0 1
240 523 0 1
239 523 0 1
238 523 0 1
237 523 0 1
236 523 0 1
235 523 0 1
234 523 0 1
242 522 0 1
241 522 0 1
240 522 0 1
239 522 0 1
238 522 0 1
237 522 0 1
236 522 0 1
235 522 0 1
234 522 0 1
233 522 0 1
232 522 0 1
231 522 0 1
240 521 0 1
239 521 0 1
238 521 0 1
237 521 0 1
236 521 0 1
235 521 0 1
234 521 0 1
233 521 0 1
232 521 0 1
231 521 0 1
230 521 0 1
229 521 0 1
228 521 0 1
227 521 0 1
236 520 0 1
235 520 0 1
234 520 0 1
233 520 0 1
232 520 0 1
231 520 0 1
230 520 0 1
229 520 0 1
228 520 0 1
227 520 0 1
226 520 0 1
225 520 0 1
234 519 0 1
233 519 0 1
232 519 0 1
231 519 0 1
230 519 0 1
229 519 0 1
228 519 0 1
227 519 0 1
226 519 0 1
225 519 0 1
224 519 0 1
234 518 0 1
233 518 0 1
232 518 0 1
231 518 0 1
230 518 0 1
229 518 0 1
228 518 0 1
227 518 0 1
226 518 0 1
225 518 0 1
224 518 0 1
233 517 0 1
232 517 0 1
231 517 0 1
230 517 0 1
229 517 0 1
228 517 0 1
227 517 0 1
226 517 0 1
225 517 0 1
224 517 0 1
223 517 0 1
222 517 0 1
221 517 0 1
230 516 0 1
229 516 0 1
228 516 0 1
227 516 0 1
226 516 0 1
225 516 0 1
224 516 0 1
223 516 0 1
222 516 0 1
221 516 0 1
220 516 0 1
219 516 0 1
218 516 0 1
226 515 0 1
225 515 0 1
224 515 0 1
223 515 0 1
222 515 0 1
221 515 0 1
220 515 0 1
219 515 0 1
218 515 0 1
217 515 0 1
216 515 0 1
215 515 0 1
224 514 0 1
223 514 0 1
222 514 0 1
221 514 0 1
220 514 0 1
219 514 0 1
218 514 0 1
217 514 0 1
216 514 0 1
215 514 0 1
214 514 0 1
224 513 0 1
223 513 0 1
222 513 0 1
221 513 0 1
220 513 0 1
219 513 0 1
218 513 0 1
217 513 0 1
216 513 0 1
215 513 0 1
214 513 0 1
223 512 0 1
222 512 0 1
221 512 0 1
220 512 0 1
219 512 0 1
218 512 0 1
217 512 0 1
216 512 0 1
215 512 0 1
214 512 0 1
213 512 0 1
212 512 0 1
220 511 0 1
219 511 0 1
218 511 0 1
217 511 0 1
216 511 0 1
215 511 0 1
214 511 0 1
213 511 0 1
212 511 0 1
211 511 0 1
210 511 0 1
209 511 0 1
217 510 0 1
216 510 0 1
215 510 0 1
214 510 0 1
213 510 0 1
212 510 0 1
211 510 0 1
210 510 0 1
209 510 0 1
208 510 0 1
207 510 0 1
214 509 0 1
213 509 0 1
212 509 0 1
211 509 0 1
210 509 0 1
209 509 0 1
208 509 0 1
207 509 0 1
206 509 0 1
205 509 0 1
213 508 0 1
212 508 0 1
211 508 0 1
210 508 0 1
209 508 0 1
208 508 0 1
207 508 0 1
206 508 0 1
205 508 0 1
204 508 0 1
203 508 0 1
213 507 0 1
212 507 0 1
211 507 0 1
210 507 0 1
209 507 0 1
208 507 0 1
207 507 0 1
206 507 0 1
205 507 0 1
204 507 0 1
203 507 0 1
211 506 0 1
210 506 0 1
209 506 0 1
208 506 0 1
207 506 0 1
206 506 0 1
205 506 0 1
204 506 0 1
203 506 0 1
202 506 0 1
208 505 0 1
207 505 0 1
206 505 0 1
