3395 450 600
134 538 0 0
133 538 0 0
132 538 0 0
137 537 0 0
136 537 0 0
135 537 0 0
134 537 0 0
133 537 0 0
132 537 0 0
131 537 0 0
138 536 0 0
137 536 0 0
136 536 0 0
135 536 0 0
134 536 0 0
133 536 0 0
132 536 0 0
131 536 0 0
130 536 0 0
138 535 0 0
137 535 0 0
136 535 0 0
135 535 0 0
134 535 0 0
133 535 0 0
132 535 0 0
131 535 0 0
130 535 0 0
142 534 0 0
141 534 0 0
140 534 0 0
139 534 0 0
138 534 0 0
137 534 0 0
136 534 0 0
135 534 0 0
134 534 0 0
133 534 0 0
132 534 0 0
131 534 0 0
145 533 0 0
144 533 0 0
143 533 0 0
142 533 0 0
141 533 0 0
140 533 0 0
139 533 0 0
138 533 0 0
137 533 0 0
136 533 0 0
135 533 0 0
134 533 0 0
133 533 0 0
132 533 0 0
147 532 0 0
146 532 0 0
145 532 0 0
144 532 0 0
143 532 0 0
142 532 0 0
141 532 0 0
140 532 0 0
139 532 0 0
138 532 0 0
137 532 0 0
136 532 0 0
135 532 0 0
149 531 0 0
148 531 0 0
147 531 0 0
146 531 0 0
145 531 0 0
144 531 0 0
143 531 0 0
142 531 0 0
141 531 0 0
140 531 0 0
139 531 0 0
138 531 0 0
137 531 0 0
149 530 0 0
148 530 0 0
147 530 0 0
146 530 0 0
145 530 0 0
144 530 0 0
143 530 0 0
142 530 0 0
141 530 0 0
140 530 0 0
139 530 0 0
138 530 0 0
137 530 0 0
153 529 0 0
152 529 0 0
151 529 0 0
150 529 0 0
149 529 0 0
148 529 0 0
147 529 0 0
146 529 0 0
145 529 0 0
144 529 0 0
143 529 0 0
142 529 0 0
141 529 0 0
140 529 0 0
139 529 0 0
156 528 0 0
155 528 0 0
154 528 0 0
153 528 0 0
152 528 0 0
151 528 0 0
150 528 0 0
149 528 0 0
148 528 0 0
147 528 0 0
146 528 0 0
145 528 0 0
144 528 0 0
143 528 0 0
158 527 0 0
157 527 0 0
156 527 0 0
155 527 0 0
154 527 0 0
153 527 0 0
152 527 0 0
151 527 0 0
150 527 0 0
149 527 0 0
148 527 0 0
147 527 0 0
146 527 0 0
160 526 0 0
159 526 0 0
158 526 0 0
157 526 0 0
156 526 0 0
155 526 0 0
154 526 0 0
153 526 0 0
152 526 0 0
151 526 0 0
150 526 0 0
149 526 0 0
148 526 0 0
163 525 0 0
162 525 0 0
161 525 0 0
160 525 0 0
159 525 0 0
158 525 0 0
157 525 0 0
156 525 0 0
155 525 0 0
154 525 0 0
153 525 0 0
152 525 0 0
151 525 0 0
150 525 0 0
163 524 0 0
162 524 0 0
161 524 0 0
160 524 0 0
159 524 0 0
158 524 0 0
157 524 0 0
156 524 0 0
155 524 0 0
154 524 0 0
153 524 0 0
152 524 0 0
151 524 0 0
150 524 0 0
167 523 0 0
166 523 0 0
165 523 0 0
164 523 0 0
163 523 0 0
162 523 0 0
161 523 0 0
160 523 0 0
159 523 0 0
158 523 0 0
157 523 0 0
156 523 0 0
155 523 0 0
154 523 0 0
169 522 0 0
168 522 0 0
167 522 0 0
166 522 0 0
165 522 0 0
164 522 0 0
163 522 0 0
162 522 0 0
161 522 0 0
160 522 0 0
159 522 0 0
158 522 0 0
157 522 0 0
171 521 0 0
170 521 0 0
169 521 0 0
168 521 0 0
167 521 0 0
166 521 0 0
165 521 0 0
164 521 0 0
163 521 0 0
162 521 0 0
161 521 0 0
160 521 0 0
159 521 0 0
174 520 0 0
173 520 0 0
172 520 0 0
171 520 0 0
170 520 0 0
169 520 0 0
168 520 0 0
167 520 0 0
166 520 0 0
165 520 0 0
164 520 0 0
163 520 0 0
162 520 0 0
161 520 0 0
178 519 0 0
177 519 0 0
176 519 0 0
175 519 0 0
174 519 0 0
173 519 0 0
172 519 0 0
171 519 0 0
170 519 0 0
169 519 0 0
168 519 0 0
167 519 0 0
166 519 0 0
165 519 0 0
164 519 0 0
178 518 0 0
177 518 0 0
176 518 0 0
175 518 0 0
174 518 0 0
173 518 0 0
172 518 0 0
171 518 0 0
170 518 0 0
169 518 0 0
168 518 0 0
167 518 0 0
166 518 0 0
165 518 0 0
164 518 0 0
180 517 0 0
179 517 0 0
178 517 0 0
177 517 0 0
176 517 0 0
175 517 0 0
174 517 0 0
173 517 0 0
172 517 0 0
171 517 0 0
170 517 0 0
169 517 0 0
168 517 0 0
184 516 0 0
183 516 0 0
182 516 0 0
181 516 0 0
180 516 0 0
179 516 0 0
178 516 0 0
177 516 0 0
176 516 0 0
175 516 0 0
174 516 0 0
173 516 0 0
172 516 0 0
171 516 0 0
170 516 0 0
185 515 0 0
184 515 0 0
183 515 0 0
182 515 0 0
181 515 0 0
180 515 0 0
179 515 0 0
178 515 0 0
177 515 0 0
176 515 0 0
175 515 0 0
174 515 0 0
173 515 0 0
172 515 0 0
189 514 0 0
188 514 0 0
187 514 0 0
186 514 0 0
185 514 0 0
184 514 0 0
183 514 0 0
182 514 0 0
181 514 0 0
180 514 0 0
179 514 0 0
178 514 0 0
177 514 0 0
176 514 0 0
175 514 0 0
189 513 0 0
188 513 0 0
187 513 0 0
186 513 0 0
185 513 0 0
184 513 0 0
183 513 0 0
182 513 0 0
181 513 0 0
180 513 0 0
179 513 0 0
178 513 0 0
177 513 0 0
176 513 0 0
175 513 0 0
191 512 0 0
190 512 0 0
189 512 0 0
188 512 0 0
187 512 0 0
186 512 0 0
185 512 0 0
184 512 0 0
183 512 0 0
182 512 0 0
181 512 0 0
180 512 0 0
179 512 0 0
193 511 0 0
192 511 0 0
191 511 0 0
190 511 0 0
189 511 0 0
188 511 0 0
187 511 0 0
186 511 0 0
185 511 0 0
184 511 0 0
183 511 0 0
182 511 0 0
181 511 0 0
196 510 0 0
195 510 0 0
194 510 0 0
193 510 0 0
192 510 0 0
191 510 0 0
190 510 0 0
189 510 0 0
188 510 0 0
187 510 0 0
186 510 0 0
185 510 0 0
184 510 0 0
183 510 0 0
198 509 0 0
197 509 0 0
196 509 0 0
195 509 0 0
194 509 0 0
193 509 0 0
192 509 0 0
191 509 0 0
190 509 0 0
189 509 0 0
188 509 0 0
187 509 0 0
186 509 0 0
202 508 0 0
201 508 0 0
200 508 0 0
199 508 0 0
198 508 0 0
197 508 0 0
196 508 0 0
195 508 0 0
194 508 0 0
193 508 0 0
192 508 0 0
191 508 0 0
190 508 0 0
202 507 0 0
201 507 0 0
200 507 0 0
199 507 0 0
198 507 0 0
197 507 0 0
196 507 0 0
195 507 0 0
194 507 0 0
193 507 0 0
192 507 0 0
191 507 0 0
190 507 0 0
204 506 0 0
203 506 0 0
202 506 0 0
201 506 0 0
200 506 0 0
199 506 0 0
198 506 0 0
197 506 0 0
196 506 0 0
195 506 0 0
194 506 0 0
193 506 0 0
192 506 0 0
208 505 0 0
207 505 0 0
206 505 0 0
205 505 0 0
204 505 0 0
203 505 0 0
202 505 0 0
201 505 0 0
200 505 0 0
199 505 0 0
198 505 0 0
197 505 0 0
196 505 0 0
195 505 0 0
194 505 0 0
209 504 0 0
208 504 0 0
207 504 0 0
