1760 481 321
116 315 0 0
115 315 0 0
114 315 0 0
113 315 0 0
112 315 0 0
111 315 0 0
110 315 0 0
109 315 0 0
116 314 0 0
115 314 0 0
114 314 0 0
113 314 0 0
112 314 0 0
111 314 0 0
110 314 0 0
109 314 0 0
108 314 0 0
116 313 0 0
115 313 0 0
114 313 0 0
113 313 0 0
112 313 0 0
111 313 0 0
110 313 0 0
109 313 0 0
108 313 0 0
107 313 0 0
106 313 0 0
116 312 0 0
115 312 0 0
114 312 0 0
113 312 0 0
112 312 0 0
111 312 0 0
110 312 0 0
109 312 0 0
108 312 0 0
107 312 0 0
106 312 0 0
105 312 0 0
104 312 0 0
103 312 0 0
111 311 0 0
110 311 0 0
109 311 0 0
108 311 0 0
107 311 0 0
106 311 0 0
105 311 0 0
104 311 0 0
103 311 0 0
102 311 0 0
101 311 0 0
100 311 0 0
99 311 0 0
98 311 0 0
110 310 0 0
109 310 0 0
108 310 0 0
107 310 0 0
106 310 0 0
105 310 0 0
104 310 0 0
103 310 0 0
102 310 0 0
101 310 0 0
100 310 0 0
99 310 0 0
98 310 0 0
97 310 0 0
109 309 0 0
108 309 0 0
107 309 0 0
106 309 0 0
105 309 0 0
104 309 0 0
103 309 0 0
102 309 0 0
101 309 0 0
100 309 0 0
99 309 0 0
98 309 0 0
97 309 0 0
96 309 0 0
106 308 0 0
105 308 0 0
104 308 0 0
103 308 0 0
102 308 0 0
101 308 0 0
100 308 0 0
99 308 0 0
98 308 0 0
97 308 0 0
96 308 0 0
95 308 0 0
104 307 0 0
103 307 0 0
102 307 0 0
101 307 0 0
100 307 0 0
99 307 0 0
98 307 0 0
97 307 0 0
96 307 0 0
95 307 0 0
94 307 0 0
93 307 0 0
92 307 0 0
100 306 0 0
99 306 0 0
98 306 0 0
97 306 0 0
96 306 0 0
95 306 0 0
94 306 0 0
93 306 0 0
92 306 0 0
91 306 0 0
98 305 0 0
97 305 0 0
96 305 0 0
95 305 0 0
94 305 0 0
93 305 0 0
92 305 0 0
91 305 0 0
90 305 0 0
89 305 0 0
88 305 0 0
97 304 0 0
96 304 0 0
95 304 0 0
94 304 0 0
93 304 0 0
92 304 0 0
91 304 0 0
90 304 0 0
89 304 0 0
88 304 0 0
96 303 0 0
95 303 0 0
94 303 0 0
93 303 0 0
92 303 0 0
91 303 0 0
90 303 0 0
89 303 0 0
88 303 0 0
87 303 0 0
93 302 0 0
92 302 0 0
91 302 0 0
90 302 0 0
89 302 0 0
88 302 0 0
