2589 321 481
66 395 0 0
67 394 0 0
66 394 0 0
65 394 0 0
68 393 0 0
67 393 0 0
66 393 0 0
65 393 0 0
64 393 0 0
68 392 0 0
67 392 0 0
66 392 0 0
65 392 0 0
64 392 0 0
67 391 0 0
66 391 0 0
65 391 0 0
64 391 0 0
63 391 0 0
67 390 0 0
66 390 0 0
65 390 0 0
64 390 0 0
63 390 0 0
66 389 0 0
65 389 0 0
64 389 0 0
63 389 0 0
62 389 0 0
66 388 0 0
65 388 0 0
64 388 0 0
63 388 0 0
62 388 0 0
66 387 0 0
65 387 0 0
64 387 0 0
63 387 0 0
62 387 0 0
65 386 0 0
64 386 0 0
63 386 0 0
62 386 0 0
61 386 0 0
65 385 0 0
64 385 0 0
63 385 0 0
62 385 0 0
61 385 0 0
64 384 0 0
63 384 0 0
62 384 0 0
61 384 0 0
60 384 0 0
63 383 0 0
62 383 0 0
61 383 0 0
60 383 0 0
59 383 0 0
63 382 0 0
62 382 0 0
61 382 0 0
60 382 0 0
59 382 0 0
62 381 0 0
61 381 0 0
60 381 0 0
59 381 0 0
58 381 0 0
62 380 0 0
61 380 0 0
60 380 0 0
59 380 0 0
58 380 0 0
62 379 0 0
61 379 0 0
60 379 0 0
59 379 0 0
58 379 0 0
61 378 0 0
60 378 0 0
59 378 0 0
58 378 0 0
57 378 0 0
61 377 0 0
60 377 0 0
59 377 0 0
58 377 0 0
57 377 0 0
56 377 0 0
60 376 0 0
59 376 0 0
58 376 0 0
57 376 0 0
56 376 0 0
59 375 0 0
58 375 0 0
57 375 0 0
56 375 0 0
55 375 0 0
59 374 0 0
58 374 0 0
57 374 0 0
56 374 0 0
55 374 0 0
58 373 0 0
57 373 0 0
56 373 0 0
55 373 0 0
54 373 0 0
58 372 0 0
57 372 0 0
56 372 0 0
55 372 0 0
54 372 0 0
57 371 0 0
56 371 0 0
55 371 0 0
54 371 0 0
53 371 0 0
57 370 0 0
56 370 0 0
55 370 0 0
54 370 0 0
53 370 0 0
52 370 0 0
56 369 0 0
55 369 0 0
54 369 0 0
53 369 0 0
52 369 0 0
55 368 0 0
54 368 0 0
53 368 0 0
52 368 0 0
51 368 0 0
55 367 0 0
54 367 0 0
53 367 0 0
52 367 0 0
51 367 0 0
54 366 0 0
53 366 0 0
52 366 0 0
51 366 0 0
50 366 0 0
54 365 0 0
53 365 0 0
52 365 0 0
51 365 0 0
50 365 0 0
53 364 0 0
52 364 0 0
51 364 0 0
50 364 0 0
49 364 0 0
53 363 0 0
52 363 0 0
51 363 0 0
50 363 0 0
49 363 0 0
52 362 0 0
51 362 0 0
50 362 0 0
49 362 0 0
48 362 0 0
52 361 0 0
51 361 0 0
50 361 0 0
49 361 0 0
48 361 0 0
51 360 0 0
50 360 0 0
49 360 0 0
48 360 0 0
47 360 0 0
51 359 0 0
50 359 0 0
49 359 0 0
48 359 0 0
47 359 0 0
50 358 0 0
49 358 0 0
48 358 0 0
47 358 0 0
46 358 0 0
50 357 0 0
49 357 0 0
48 357 0 0
47 357 0 0
46 357 0 0
49 356 0 0
48 356 0 0
47 356 0 0
46 356 0 0
45 356 0 0
49 355 0 0
48 355 0 0
47 355 0 0
46 355 0 0
45 355 0 0
44 355 0 0
48 354 0 0
47 354 0 0
46 354 0 0
45 354 0 0
44 354 0 0
48 353 0 0
47 353 0 0
46 353 0 0
45 353 0 0
44 353 0 0
47 352 0 0
46 352 0 0
45 352 0 0
44 352 0 0
43 352 0 0
47 351 0 0
46 351 0 0
45 351 0 0
