1922 481 321
411 255 0 0
412 254 0 0
411 254 0 0
410 254 0 0
413 253 0 0
412 253 0 0
411 253 0 0
410 253 0 0
409 253 0 0
413 252 0 0
412 252 0 0
411 252 0 0
410 252 0 0
409 252 0 0
413 251 0 0
412 251 0 0
411 251 0 0
410 251 0 0
409 251 0 0
413 250 0 0
412 250 0 0
411 250 0 0
410 250 0 0
409 250 0 0
413 249 0 0
412 249 0 0
411 249 0 0
410 249 0 0
409 249 0 0
414 248 0 0
413 248 0 0
412 248 0 0
411 248 0 0
410 248 0 0
414 247 0 0
413 247 0 0
412 247 0 0
411 247 0 0
410 247 0 0
414 246 0 0
413 246 0 0
412 246 0 0
411 246 0 0
410 246 0 0
414 245 0 0
413 245 0 0
412 245 0 0
411 245 0 0
410 245 0 0
414 244 0 0
413 244 0 0
412 244 0 0
411 244 0 0
414 243 0 0
413 243 0 0
412 243 0 0
411 243 0 0
414 242 0 0
413 242 0 0
412 242 0 0
411 242 0 0
414 241 0 0
413 241 0 0
412 241 0 0
411 241 0 0
415 240 0 0
414 240 0 0
413 240 0 0
412 240 0 0
415 239 0 0
414 239 0 0
413 239 0 0
412 239 0 0
415 238 0 0
414 238 0 0
413 238 0 0
412 238 0 0
415 237 0 0
414 237 0 0
413 237 0 0
412 237 0 0
416 236 0 0
415 236 0 0
414 236 0 0
413 236 0 0
416 235 0 0
415 235 0 0
414 235 0 0
413 235 0 0
416 234 0 0
415 234 0 0
414 234 0 0
413 234 0 0
416 233 0 0
415 233 0 0
414 233 0 0
413 233 0 0
417 232 0 0
416 232 0 0
415 232 0 0
414 232 0 0
417 231 0 0
416 231 0 0
415 231 0 0
414 231 0 0
417 230 0 0
416 230 0 0
415 230 0 0
414 230 0 0
417 229 0 0
416 229 0 0
415 229 0 0
414 229 0 0
418 228 0 0
417 228 0 0
416 228 0 0
415 228 0 0
418 227 0 0
417 227 0 0
416 227 0 0
415 227 0 0
418 226 0 0
417 226 0 0
416 226 0 0
415 226 0 0
418 225 0 0
417 225 0 0
416 225 0 0
415 225 0 0
419 224 0 0
418 224 0 0
417 224 0 0
416 224 0 0
415 224 0 0
419 223 0 0
418 223 0 0
417 223 0 0
416 223 0 0
415 223 0 0
419 222 0 0
418 222 0 0
417 222 0 0
416 222 0 0
415 222 0 0
419 221 0 0
418 221 0 0
417 221 0 0
416 221 0 0
415 221 0 0
419 220 0 0
418 220 0 0
417 220 0 0
416 220 0 0
415 220 0 0
420 219 0 0
419 219 0 0
418 219 0 0
417 219 0 0
416 219 0 0
420 218 0 0
419 218 0 0
418 218 0 0
417 218 0 0
416 218 0 0
420 217 0 0
419 217 0 0
418 217 0 0
417 217 0 0
416 217 0 0
420 216 0 0
419 216 0 0
418 216 0 0
417 216 0 0
416 216 0 0
421 215 0 0
420 215 0 0
419 215 0 0
418 215 0 0
417 215 0 0
421 214 0 0
420 214 0 0
419 214 0 0
418 214 0 0
417 214 0 0
421 213 0 0
420 213 0 0
419 213 0 0
418 213 0 0
417 213 0 0
421 212 0 0
420 212 0 0
419 212 0 0
418 212 0 0
417 212 0 0
422 211 0 0
421 211 0 0
420 211 0 0
419 211 0 0
418 211 0 0
422 210 0 0
421 210 0 0
420 210 0 0
419 210 0 0
418 210 0 0
422 209 0 0
421 209 0 0
420 209 0 0
419 209 0 0
418 209 0 0
278 209 0 1
422 208 0 0
421 208 0 0
420 208 0 0
419 208 0 0
418 208 0 0
279 208 0 1
278 208 0 1
277 208 0 1
423 207 0 0
422 207 0 0
421 207 0 0
420 207 0 0
419 207 0 0
280 207 0 1
279 207 0 1
278 207 0 1
277 207 0 1
276 207 0 1
423 206 0 0
422 206 0 0
421 206 0 0
420 206 0 0
419 206 0 0
280 206 0 1
279 206 0 1
278 206 0 1
277 206 0 1
276 206 0 1
423 205 0 0
422 205 0 0
421 205 0 0
420 205 0 0
419 205 0 0
280 205 0 1
279 205 0 1
278 205 0 1
277 205 0 1
276 205 0 1
424 204 0 0
423 204 0 0
422 204 0 0
421 204 0 0
420 204 0 0
280 204 0 1
279 204 0 1
278 204 0 1
277 204 0 1
276 204 0 1
424 203 0 0
423 203 0 0
422 203 0 0
421 203 0 0
420 203 0 0
280 203 0 1
279 203 0 1
278 203 0 1
277 203 0 1
276 203 0 1
424 202 0 0
423 202 0 0
422 202 0 0
421 202 0 0
420 202 0 0
280 202 0 1
279 202 0 1
278 202 0 1
277 202 0 1
276 202 0 1
424 201 0 0
423 201 0 0
422 201 0 0
421 201 0 0
420 201 0 0
280 201 0 1
279 201 0 1
278 201 0 1
277 201 0 1
276 201 0 1
425 200 0 0
424 200 0 0
423 200 0 0
422 200 0 0
421 200 0 0
280 200 0 1
279 200 0 1
278 200 0 1
277 200 0 1
276 200 0 1
425 199 0 0
424 199 0 0
423 199 0 0
422 199 0 0
421 199 0 0
280 199 0 1
279 199 0 1
278 199 0 1
277 199 0 1
276 199 0 1
425 198 0 0
424 198 0 0
423 198 0 0
422 198 0 0
421 198 0 0
281 198 0 1
280 198 0 1
279 198 0 1
278 198 0 1
277 198 0 1
425 197 0 0
424 197 0 0
423 197 0 0
422 197 0 0
421 197 0 0
281 197 0 1
280 197 0 1
279 197 0 1
278 197 0 1
277 197 0 1
426 196 0 0
425 196 0 0
424 196 0 0
423 196 0 0
422 196 0 0
281 196 0 1
280 196 0 1
279 196 0 1
278 196 0 1
277 196 0 1
426 195 0 0
425 195 0 0
424 195 0 0
423 195 0 0
422 195 0 0
281 195 0 1
280 195 0 1
279 195 0 1
278 195 0 1
277 195 0 1
426 194 0 0
425 194 0 0
424 194 0 0
423 194 0 0
422 194 0 0
281 194 0 1
280 194 0 1
279 194 0 1
278 194 0 1
277 194 0 1
426 193 0 0
425 193 0 0
424 193 0 0
423 193 0 0
422 193 0 0
281 193 0 1
280 193 0 1
279 193 0 1
278 193 0 1
277 193 0 1
426 192 0 0
425 192 0 0
424 192 0 0
423 192 0 0
422 192 0 0
282 192 0 1
281 192 0 1
280 192 0 1
279 192 0 1
278 192 0 1
425 191 0 0
424 191 0 0
423 191 0 0
282 191 0 1
281 191 0 1
280 191 0 1
279 191 0 1
278 191 0 1
424 190 0 0
282 190 0 1
281 190 0 1
280 190 0 1
279 190 0 1
278 190 0 1
282 189 0 1
281 189 0 1
280 189 0 1
279 189 0 1
278 189 0 1
282 188 0 1
281 188 0 1
280 188 0 1
279 188 0 1
278 188 0 1
282 187 0 1
281 187 0 1
280 187 0 1
279 187 0 1
278 187 0 1
283 186 0 1
282 186 0 1
281 186 0 1
280 186 0 1
279 186 0 1
283 185 0 1
282 185 0 1
281 185 0 1
280 185 0 1
279 185 0 1
283 184 0 1
282 184 0 1
281 184 0 1
280 184 0 1
279 184 0 1
283 183 0 1
282 183 0 1
281 183 0 1
280 183 0 1
279 183 0 1
283 182 0 1
282 182 0 1
281 182 0 1
280 182 0 1
279 182 0 1
283 181 0 1
282 181 0 1
281 181 0 1
280 181 0 1
283 180 0 1
282 180 0 1
281 180 0 1
280 180 0 1
133 180 0 0
283 179 0 1
282 179 0 1
281 179 0 1
280 179 0 1
134 179 0 0
133 179 0 0
132 179 0 0
283 178 0 1
282 178 0 1
281 178 0 1
280 178 0 1
135 178 0 0
134 178 0 0
133 178 0 0
132 178 0 0
131 178 0 0
283 177 0 1
282 177 0 1
281 177 0 1
280 177 0 1
135 177 0 0
134 177 0 0
133 177 0 0
132 177 0 0
131 177 0 0
284 176 0 1
283 176 0 1
282 176 0 1
281 176 0 1
280 176 0 1
136 176 0 0
135 176 0 0
134 176 0 0
133 176 0 0
132 176 0 0
284 175 0 1
283 175 0 1
282 175 0 1
281 175 0 1
136 175 0 0
135 175 0 0
134 175 0 0
133 175 0 0
132 175 0 0
284 174 0 1
283 174 0 1
282 174 0 1
281 174 0 1
137 174 0 0
136 174 0 0
135 174 0 0
134 174 0 0
133 174 0 0
284 173 0 1
283 173 0 1
282 173 0 1
281 173 0 1
138 173 0 0
137 173 0 0
136 173 0 0
135 173 0 0
134 173 0 0
133 173 0 0
284 172 0 1
283 172 0 1
282 172 0 1
281 172 0 1
138 172 0 0
137 172 0 0
136 172 0 0
135 172 0 0
134 172 0 0
284 171 0 1
283 171 0 1
282 171 0 1
281 171 0 1
139 171 0 0
138 171 0 0
137 171 0 0
136 171 0 0
135 171 0 0
285 170 0 1
284 170 0 1
283 170 0 1
282 170 0 1
139 170 0 0
138 170 0 0
137 170 0 0
136 170 0 0
135 170 0 0
285 169 0 1
284 169 0 1
283 169 0 1
282 169 0 1
140 169 0 0
139 169 0 0
138 169 0 0
137 169 0 0
136 169 0 0
285 168 0 1
284 168 0 1
283 168 0 1
282 168 0 1
140 168 0 0
139 168 0 0
138 168 0 0
137 168 0 0
136 168 0 0
285 167 0 1
284 167 0 1
283 167 0 1
282 167 0 1
141 167 0 0
140 167 0 0
139 167 0 0
138 167 0 0
137 167 0 0
285 166 0 1
284 166 0 1
283 166 0 1
282 166 0 1
142 166 0 0
141 166 0 0
140 166 0 0
139 166 0 0
138 166 0 0
137 166 0 0
286 165 0 1
285 165 0 1
284 165 0 1
283 165 0 1
142 165 0 0
141 165 0 0
140 165 0 0
139 165 0 0
138 165 0 0
286 164 0 1
285 164 0 1
284 164 0 1
283 164 0 1
143 164 0 0
142 164 0 0
141 164 0 0
140 164 0 0
139 164 0 0
286 163 0 1
285 163 0 1
284 163 0 1
283 163 0 1
143 163 0 0
142 163 0 0
141 163 0 0
140 163 0 0
139 163 0 0
286 162 0 1
285 162 0 1
284 162 0 1
283 162 0 1
144 162 0 0
143 162 0 0
142 162 0 0
141 162 0 0
140 162 0 0
286 161 0 1
285 161 0 1
284 161 0 1
283 161 0 1
144 161 0 0
143 161 0 0
142 161 0 0
141 161 0 0
140 161 0 0
286 160 0 1
285 160 0 1
284 160 0 1
283 160 0 1
144 160 0 0
143 160 0 0
142 160 0 0
141 160 0 0
140 160 0 0
287 159 0 1
286 159 0 1
285 159 0 1
284 159 0 1
146 159 0 0
145 159 0 0
144 159 0 0
143 159 0 0
142 159 0 0
287 158 0 1
286 158 0 1
285 158 0 1
284 158 0 1
146 158 0 0
145 158 0 0
144 158 0 0
143 158 0 0
142 158 0 0
287 157 0 1
286 157 0 1
285 157 0 1
284 157 0 1
147 157 0 0
146 157 0 0
145 157 0 0
144 157 0 0
143 157 0 0
287 156 0 1
286 156 0 1
285 156 0 1
284 156 0 1
147 156 0 0
146 156 0 0
145 156 0 0
144 156 0 0
143 156 0 0
288 155 0 1
287 155 0 1
286 155 0 1
285 155 0 1
284 155 0 1
148 155 0 0
147 155 0 0
146 155 0 0
145 155 0 0
144 155 0 0
288 154 0 1
287 154 0 1
286 154 0 1
285 154 0 1
284 154 0 1
148 154 0 0
147 154 0 0
146 154 0 0
145 154 0 0
144 154 0 0
288 153 0 1
287 153 0 1
286 153 0 1
285 153 0 1
284 153 0 1
149 153 0 0
148 153 0 0
147 153 0 0
146 153 0 0
145 153 0 0
288 152 0 1
287 152 0 1
286 152 0 1
285 152 0 1
284 152 0 1
150 152 0 0
149 152 0 0
148 152 0 0
147 152 0 0
146 152 0 0
145 152 0 0
288 151 0 1
287 151 0 1
286 151 0 1
285 151 0 1
284 151 0 1
150 151 0 0
149 151 0 0
148 151 0 0
147 151 0 0
146 151 0 0
288 150 0 1
287 150 0 1
286 150 0 1
285 150 0 1
284 150 0 1
151 150 0 0
150 150 0 0
149 150 0 0
148 150 0 0
147 150 0 0
288 149 0 1
287 149 0 1
286 149 0 1
285 149 0 1
284 149 0 1
151 149 0 0
150 149 0 0
149 149 0 0
148 149 0 0
147 149 0 0
288 148 0 1
287 148 0 1
286 148 0 1
285 148 0 1
284 148 0 1
152 148 0 0
151 148 0 0
150 148 0 0
149 148 0 0
148 148 0 0
