3493 450 600
181 549 0 0
180 549 0 0
179 549 0 0
178 549 0 0
177 549 0 0
176 549 0 0
175 549 0 0
174 549 0 0
173 549 0 0
172 549 0 0
171 549 0 0
170 549 0 0
169 549 0 0
168 549 0 0
167 549 0 0
166 549 0 0
165 549 0 0
164 549 0 0
186 548 0 0
185 548 0 0
184 548 0 0
183 548 0 0
182 548 0 0
181 548 0 0
180 548 0 0
179 548 0 0
178 548 0 0
177 548 0 0
176 548 0 0
175 548 0 0
174 548 0 0
173 548 0 0
172 548 0 0
171 548 0 0
170 548 0 0
169 548 0 0
168 548 0 0
167 548 0 0
166 548 0 0
165 548 0 0
164 548 0 0
163 548 0 0
190 547 0 0
189 547 0 0
188 547 0 0
187 547 0 0
186 547 0 0
185 547 0 0
184 547 0 0
183 547 0 0
182 547 0 0
181 547 0 0
180 547 0 0
179 547 0 0
178 547 0 0
177 547 0 0
176 547 0 0
175 547 0 0
174 547 0 0
173 547 0 0
172 547 0 0
171 547 0 0
170 547 0 0
169 547 0 0
168 547 0 0
167 547 0 0
166 547 0 0
165 547 0 0
164 547 0 0
163 547 0 0
162 547 0 0
161 547 0 0
190 546 0 0
189 546 0 0
188 546 0 0
187 546 0 0
186 546 0 0
185 546 0 0
184 546 0 0
183 546 0 0
182 546 0 0
181 546 0 0
180 546 0 0
179 546 0 0
178 546 0 0
177 546 0 0
176 546 0 0
175 546 0 0
174 546 0 0
173 546 0 0
172 546 0 0
171 546 0 0
170 546 0 0
169 546 0 0
168 546 0 0
167 546 0 0
166 546 0 0
165 546 0 0
164 546 0 0
163 546 0 0
162 546 0 0
161 546 0 0
195 545 0 0
194 545 0 0
193 545 0 0
192 545 0 0
191 545 0 0
190 545 0 0
189 545 0 0
188 545 0 0
187 545 0 0
186 545 0 0
185 545 0 0
184 545 0 0
183 545 0 0
182 545 0 0
181 545 0 0
180 545 0 0
179 545 0 0
178 545 0 0
177 545 0 0
176 545 0 0
175 545 0 0
174 545 0 0
173 545 0 0
172 545 0 0
171 545 0 0
170 545 0 0
169 545 0 0
168 545 0 0
167 545 0 0
166 545 0 0
165 545 0 0
164 545 0 0
163 545 0 0
200 544 0 0
199 544 0 0
198 544 0 0
197 544 0 0
196 544 0 0
195 544 0 0
194 544 0 0
193 544 0 0
192 544 0 0
191 544 0 0
190 544 0 0
189 544 0 0
188 544 0 0
187 544 0 0
186 544 0 0
185 544 0 0
184 544 0 0
183 544 0 0
182 544 0 0
181 544 0 0
180 544 0 0
179 544 0 0
178 544 0 0
177 544 0 0
176 544 0 0
175 544 0 0
174 544 0 0
173 544 0 0
172 544 0 0
171 544 0 0
170 544 0 0
169 544 0 0
168 544 0 0
167 544 0 0
166 544 0 0
165 544 0 0
164 544 0 0
204 543 0 0
203 543 0 0
202 543 0 0
201 543 0 0
200 543 0 0
199 543 0 0
198 543 0 0
197 543 0 0
196 543 0 0
195 543 0 0
194 543 0 0
193 543 0 0
192 543 0 0
191 543 0 0
190 543 0 0
189 543 0 0
188 543 0 0
187 543 0 0
186 543 0 0
185 543 0 0
184 543 0 0
183 543 0 0
182 543 0 0
208 542 0 0
207 542 0 0
206 542 0 0
205 542 0 0
204 542 0 0
203 542 0 0
202 542 0 0
201 542 0 0
200 542 0 0
199 542 0 0
198 542 0 0
197 542 0 0
196 542 0 0
195 542 0 0
194 542 0 0
193 542 0 0
192 542 0 0
191 542 0 0
190 542 0 0
189 542 0 0
188 542 0 0
187 542 0 0
208 541 0 0
207 541 0 0
206 541 0 0
205 541 0 0
204 541 0 0
203 541 0 0
202 541 0 0
201 541 0 0
200 541 0 0
199 541 0 0
198 541 0 0
197 541 0 0
196 541 0 0
195 541 0 0
194 541 0 0
193 541 0 0
192 541 0 0
191 541 0 0
190 541 0 0
189 541 0 0
188 541 0 0
187 541 0 0
213 540 0 0
212 540 0 0
211 540 0 0
210 540 0 0
209 540 0 0
208 540 0 0
207 540 0 0
206 540 0 0
205 540 0 0
204 540 0 0
203 540 0 0
202 540 0 0
201 540 0 0
200 540 0 0
199 540 0 0
198 540 0 0
197 540 0 0
196 540 0 0
195 540 0 0
194 540 0 0
193 540 0 0
192 540 0 0
191 540 0 0
219 539 0 0
218 539 0 0
217 539 0 0
216 539 0 0
215 539 0 0
214 539 0 0
213 539 0 0
212 539 0 0
211 539 0 0
210 539 0 0
209 539 0 0
208 539 0 0
207 539 0 0
206 539 0 0
205 539 0 0
204 539 0 0
203 539 0 0
202 539 0 0
201 539 0 0
200 539 0 0
199 539 0 0
198 539 0 0
197 539 0 0
196 539 0 0
