4140 481 321
281 314 0 0
280 314 0 0
279 314 0 0
278 314 0 0
281 313 0 0
280 313 0 0
279 313 0 0
278 313 0 0
281 312 0 0
280 312 0 0
279 312 0 0
278 312 0 0
281 311 0 0
280 311 0 0
279 311 0 0
278 311 0 0
281 310 0 0
280 310 0 0
279 310 0 0
278 310 0 0
281 309 0 0
280 309 0 0
279 309 0 0
278 309 0 0
281 308 0 0
280 308 0 0
279 308 0 0
278 308 0 0
281 307 0 0
280 307 0 0
279 307 0 0
278 307 0 0
281 306 0 0
280 306 0 0
279 306 0 0
278 306 0 0
281 305 0 0
280 305 0 0
279 305 0 0
278 305 0 0
281 304 0 0
280 304 0 0
279 304 0 0
278 304 0 0
281 303 0 0
280 303 0 0
279 303 0 0
278 303 0 0
281 302 0 0
280 302 0 0
279 302 0 0
278 302 0 0
281 301 0 0
280 301 0 0
279 301 0 0
278 301 0 0
281 300 0 0
280 300 0 0
279 300 0 0
278 300 0 0
281 299 0 0
280 299 0 0
279 299 0 0
278 299 0 0
281 298 0 0
280 298 0 0
279 298 0 0
278 298 0 0
249 298 0 1
248 298 0 1
247 298 0 1
246 298 0 1
281 297 0 0
280 297 0 0
279 297 0 0
278 297 0 0
250 297 0 1
249 297 0 1
248 297 0 1
247 297 0 1
246 297 0 1
281 296 0 0
280 296 0 0
279 296 0 0
278 296 0 0
252 296 0 1
251 296 0 1
250 296 0 1
249 296 0 1
248 296 0 1
247 296 0 1
246 296 0 1
281 295 0 0
280 295 0 0
279 295 0 0
278 295 0 0
252 295 0 1
251 295 0 1
250 295 0 1
249 295 0 1
248 295 0 1
247 295 0 1
246 295 0 1
281 294 0 0
280 294 0 0
279 294 0 0
278 294 0 0
252 294 0 1
251 294 0 1
250 294 0 1
249 294 0 1
248 294 0 1
247 294 0 1
246 294 0 1
281 293 0 0
280 293 0 0
279 293 0 0
278 293 0 0
252 293 0 1
251 293 0 1
250 293 0 1
249 293 0 1
248 293 0 1
281 292 0 0
280 292 0 0
279 292 0 0
278 292 0 0
252 292 0 1
251 292 0 1
250 292 0 1
249 292 0 1
281 291 0 0
280 291 0 0
279 291 0 0
278 291 0 0
252 291 0 1
251 291 0 1
250 291 0 1
249 291 0 1
281 290 0 0
280 290 0 0
279 290 0 0
278 290 0 0
252 290 0 1
251 290 0 1
250 290 0 1
249 290 0 1
281 289 0 0
280 289 0 0
279 289 0 0
278 289 0 0
252 289 0 1
251 289 0 1
250 289 0 1
249 289 0 1
