5218 500 472
266 464 0 0
265 464 0 0
264 464 0 0
263 464 0 0
262 464 0 0
261 464 0 0
260 464 0 0
259 464 0 0
258 464 0 0
257 464 0 0
256 464 0 0
255 464 0 0
254 464 0 0
253 464 0 0
252 464 0 0
251 464 0 0
250 464 0 0
249 464 0 0
248 464 0 0
247 464 0 0
246 464 0 0
245 464 0 0
244 464 0 0
273 463 0 0
272 463 0 0
271 463 0 0
270 463 0 0
269 463 0 0
268 463 0 0
267 463 0 0
266 463 0 0
265 463 0 0
264 463 0 0
263 463 0 0
262 463 0 0
261 463 0 0
260 463 0 0
259 463 0 0
258 463 0 0
257 463 0 0
256 463 0 0
255 463 0 0
254 463 0 0
253 463 0 0
252 463 0 0
251 463 0 0
250 463 0 0
249 463 0 0
248 463 0 0
247 463 0 0
246 463 0 0
245 463 0 0
244 463 0 0
243 463 0 0
276 462 0 0
275 462 0 0
274 462 0 0
273 462 0 0
272 462 0 0
271 462 0 0
270 462 0 0
269 462 0 0
268 462 0 0
267 462 0 0
266 462 0 0
265 462 0 0
264 462 0 0
263 462 0 0
262 462 0 0
261 462 0 0
260 462 0 0
259 462 0 0
258 462 0 0
257 462 0 0
256 462 0 0
255 462 0 0
254 462 0 0
253 462 0 0
252 462 0 0
251 462 0 0
250 462 0 0
249 462 0 0
248 462 0 0
247 462 0 0
246 462 0 0
245 462 0 0
244 462 0 0
243 462 0 0
242 462 0 0
241 462 0 0
277 461 0 0
276 461 0 0
275 461 0 0
274 461 0 0
273 461 0 0
272 461 0 0
271 461 0 0
270 461 0 0
269 461 0 0
268 461 0 0
267 461 0 0
266 461 0 0
265 461 0 0
264 461 0 0
263 461 0 0
262 461 0 0
261 461 0 0
260 461 0 0
259 461 0 0
258 461 0 0
257 461 0 0
256 461 0 0
255 461 0 0
254 461 0 0
253 461 0 0
252 461 0 0
251 461 0 0
250 461 0 0
249 461 0 0
248 461 0 0
247 461 0 0
246 461 0 0
245 461 0 0
244 461 0 0
243 461 0 0
242 461 0 0
241 461 0 0
240 461 0 0
239 461 0 0
279 460 0 0
278 460 0 0
277 460 0 0
