5646 481 321
38 298 0 1
37 298 0 1
36 298 0 1
35 298 0 1
38 297 0 1
37 297 0 1
36 297 0 1
35 297 0 1
38 296 0 1
37 296 0 1
36 296 0 1
35 296 0 1
38 295 0 1
37 295 0 1
36 295 0 1
35 295 0 1
38 294 0 1
37 294 0 1
36 294 0 1
35 294 0 1
38 293 0 1
37 293 0 1
36 293 0 1
35 293 0 1
38 292 0 1
37 292 0 1
36 292 0 1
35 292 0 1
38 291 0 1
37 291 0 1
36 291 0 1
35 291 0 1
38 290 0 1
37 290 0 1
36 290 0 1
35 290 0 1
38 289 0 1
37 289 0 1
36 289 0 1
35 289 0 1
38 288 0 1
37 288 0 1
36 288 0 1
35 288 0 1
38 287 0 1
37 287 0 1
36 287 0 1
35 287 0 1
38 286 0 1
37 286 0 1
36 286 0 1
35 286 0 1
38 285 0 1
37 285 0 1
36 285 0 1
35 285 0 1
38 284 0 1
37 284 0 1
36 284 0 1
35 284 0 1
39 283 0 1
38 283 0 1
37 283 0 1
36 283 0 1
35 283 0 1
39 282 0 1
38 282 0 1
37 282 0 1
36 282 0 1
35 282 0 1
39 281 0 1
38 281 0 1
37 281 0 1
36 281 0 1
35 281 0 1
39 280 0 1
38 280 0 1
37 280 0 1
36 280 0 1
35 280 0 1
40 279 0 1
39 279 0 1
38 279 0 1
37 279 0 1
36 279 0 1
35 279 0 1
40 278 0 1
39 278 0 1
38 278 0 1
37 278 0 1
36 278 0 1
35 278 0 1
40 277 0 1
39 277 0 1
38 277 0 1
37 277 0 1
36 277 0 1
40 276 0 1
39 276 0 1
38 276 0 1
37 276 0 1
36 276 0 1
41 275 0 1
40 275 0 1
39 275 0 1
38 275 0 1
37 275 0 1
36 275 0 1
41 274 0 1
40 274 0 1
39 274 0 1
38 274 0 1
37 274 0 1
36 274 0 1
41 273 0 1
40 273 0 1
39 273 0 1
38 273 0 1
37 273 0 1
42 272 0 1
41 272 0 1
40 272 0 1
39 272 0 1
38 272 0 1
37 272 0 1
42 271 0 1
41 271 0 1
40 271 0 1
39 271 0 1
38 271 0 1
42 270 0 1
41 270 0 1
40 270 0 1
39 270 0 1
38 270 0 1
43 269 0 1
42 269 0 1
41 269 0 1
40 269 0 1
39 269 0 1
38 269 0 1
43 268 0 1
42 268 0 1
41 268 0 1
40 268 0 1
39 268 0 1
44 267 0 1
43 267 0 1
42 267 0 1
41 267 0 1
40 267 0 1
39 267 0 1
44 266 0 1
43 266 0 1
42 266 0 1
41 266 0 1
40 266 0 1
39 266 0 1
45 265 0 1
44 265 0 1
43 265 0 1
42 265 0 1
41 265 0 1
40 265 0 1
45 264 0 1
44 264 0 1
43 264 0 1
42 264 0 1
41 264 0 1
40 264 0 1
46 263 0 1
45 263 0 1
44 263 0 1
43 263 0 1
42 263 0 1
41 263 0 1
46 262 0 1
45 262 0 1
44 262 0 1
43 262 0 1
42 262 0 1
41 262 0 1
47 261 0 1
46 261 0 1
45 261 0 1
44 261 0 1
43 261 0 1
42 261 0 1
47 260 0 1
46 260 0 1
45 260 0 1
44 260 0 1
43 260 0 1
42 260 0 1
48 259 0 1
47 259 0 1
46 259 0 1
45 259 0 1
44 259 0 1
43 259 0 1
48 258 0 1
47 258 0 1
46 258 0 1
45 258 0 1
44 258 0 1
43 258 0 1
48 257 0 1
47 257 0 1
46 257 0 1
45 257 0 1
44 257 0 1
49 256 0 1
48 256 0 1
47 256 0 1
46 256 0 1
45 256 0 1
44 256 0 1
49 255 0 1
48 255 0 1
47 255 0 1
46 255 0 1
45 255 0 1
50 254 0 1
49 254 0 1
48 254 0 1
47 254 0 1
46 254 0 1
45 254 0 1
50 253 0 1
49 253 0 1
48 253 0 1
47 253 0 1
46 253 0 1
45 253 0 1
339 252 0 0
338 252 0 0
337 252 0 0
336 252 0 0
335 252 0 0
334 252 0 0
333 252 0 0
332 252 0 0
331 252 0 0
330 252 0 0
329 252 0 0
328 252 0 0
327 252 0 0
326 252 0 0
50 252 0 1
49 252 0 1
48 252 0 1
47 252 0 1
46 252 0 1
342 251 0 0
341 251 0 0
340 251 0 0
339 251 0 0
338 251 0 0
337 251 0 0
336 251 0 0
335 251 0 0
334 251 0 0
333 251 0 0
332 251 0 0
331 251 0 0
330 251 0 0
329 251 0 0
328 251 0 0
327 251 0 0
326 251 0 0
325 251 0 0
324 251 0 0
323 251 0 0
51 251 0 1
50 251 0 1
49 251 0 1
48 251 0 1
47 251 0 1
46 251 0 1
344 250 0 0
343 250 0 0
342 250 0 0
341 250 0 0
340 250 0 0
339 250 0 0
338 250 0 0
337 250 0 0
336 250 0 0
335 250 0 0
334 250 0 0
