5789 321 481
192 369 0 0
191 369 0 0
190 369 0 0
189 369 0 0
188 369 0 0
187 369 0 0
186 369 0 0
185 369 0 0
184 369 0 0
183 369 0 0
182 369 0 0
181 369 0 0
180 369 0 0
179 369 0 0
178 369 0 0
177 369 0 0
176 369 0 0
175 369 0 0
174 369 0 0
173 369 0 0
172 369 0 0
171 369 0 0
170 369 0 0
169 369 0 0
168 369 0 0
167 369 0 0
166 369 0 0
165 369 0 0
164 369 0 0
163 369 0 0
162 369 0 0
161 369 0 0
160 369 0 0
159 369 0 0
158 369 0 0
157 369 0 0
156 369 0 0
155 369 0 0
154 369 0 0
153 369 0 0
152 369 0 0
151 369 0 0
150 369 0 0
149 369 0 0
148 369 0 0
147 369 0 0
146 369 0 0
145 369 0 0
144 369 0 0
143 369 0 0
142 369 0 0
141 369 0 0
140 369 0 0
139 369 0 0
138 369 0 0
137 369 0 0
136 369 0 0
135 369 0 0
134 369 0 0
133 369 0 0
132 369 0 0
131 369 0 0
130 369 0 0
195 368 0 0
194 368 0 0
193 368 0 0
192 368 0 0
191 368 0 0
190 368 0 0
189 368 0 0
188 368 0 0
187 368 0 0
186 368 0 0
185 368 0 0
184 368 0 0
183 368 0 0
182 368 0 0
181 368 0 0
180 368 0 0
179 368 0 0
178 368 0 0
177 368 0 0
176 368 0 0
175 368 0 0
174 368 0 0
173 368 0 0
172 368 0 0
171 368 0 0
170 368 0 0
169 368 0 0
168 368 0 0
167 368 0 0
166 368 0 0
165 368 0 0
164 368 0 0
163 368 0 0
162 368 0 0
161 368 0 0
160 368 0 0
159 368 0 0
158 368 0 0
157 368 0 0
156 368 0 0
155 368 0 0
154 368 0 0
153 368 0 0
152 368 0 0
151 368 0 0
150 368 0 0
149 368 0 0
148 368 0 0
147 368 0 0
146 368 0 0
145 368 0 0
144 368 0 0
143 368 0 0
142 368 0 0
141 368 0 0
140 368 0 0
139 368 0 0
138 368 0 0
137 368 0 0
136 368 0 0
135 368 0 0
134 368 0 0
133 368 0 0
132 368 0 0
131 368 0 0
130 368 0 0
204 367 0 0
203 367 0 0
202 367 0 0
201 367 0 0
200 367 0 0
199 367 0 0
198 367 0 0
197 367 0 0
196 367 0 0
195 367 0 0
194 367 0 0
193 367 0 0
192 367 0 0
191 367 0 0
190 367 0 0
189 367 0 0
188 367 0 0
187 367 0 0
186 367 0 0
185 367 0 0
184 367 0 0
183 367 0 0
182 367 0 0
