5426 321 481
97 456 0 0
96 456 0 0
95 456 0 0
94 456 0 0
93 456 0 0
97 455 0 0
96 455 0 0
95 455 0 0
94 455 0 0
93 455 0 0
92 455 0 0
97 454 0 0
96 454 0 0
95 454 0 0
94 454 0 0
93 454 0 0
92 454 0 0
91 454 0 0
97 453 0 0
96 453 0 0
95 453 0 0
94 453 0 0
93 453 0 0
92 453 0 0
91 453 0 0
90 453 0 0
96 452 0 0
95 452 0 0
94 452 0 0
93 452 0 0
92 452 0 0
91 452 0 0
90 452 0 0
94 451 0 0
93 451 0 0
92 451 0 0
91 451 0 0
90 451 0 0
89 451 0 0
94 450 0 0
93 450 0 0
92 450 0 0
91 450 0 0
90 450 0 0
89 450 0 0
88 450 0 0
93 449 0 0
92 449 0 0
91 449 0 0
90 449 0 0
89 449 0 0
88 449 0 0
87 449 0 0
92 448 0 0
91 448 0 0
90 448 0 0
89 448 0 0
88 448 0 0
87 448 0 0
86 448 0 0
91 447 0 0
90 447 0 0
89 447 0 0
88 447 0 0
87 447 0 0
86 447 0 0
85 447 0 0
91 446 0 0
90 446 0 0
89 446 0 0
88 446 0 0
87 446 0 0
86 446 0 0
85 446 0 0
90 445 0 0
89 445 0 0
88 445 0 0
87 445 0 0
86 445 0 0
85 445 0 0
84 445 0 0
89 444 0 0
88 444 0 0
87 444 0 0
86 444 0 0
85 444 0 0
84 444 0 0
83 444 0 0
88 443 0 0
87 443 0 0
86 443 0 0
85 443 0 0
84 443 0 0
83 443 0 0
82 443 0 0
87 442 0 0
86 442 0 0
85 442 0 0
84 442 0 0
83 442 0 0
82 442 0 0
81 442 0 0
86 441 0 0
85 441 0 0
84 441 0 0
83 441 0 0
82 441 0 0
81 441 0 0
86 440 0 0
85 440 0 0
84 440 0 0
83 440 0 0
82 440 0 0
81 440 0 0
80 440 0 0
85 439 0 0
84 439 0 0
83 439 0 0
82 439 0 0
81 439 0 0
80 439 0 0
79 439 0 0
84 438 0 0
83 438 0 0
82 438 0 0
81 438 0 0
80 438 0 0
79 438 0 0
83 437 0 0
82 437 0 0
81 437 0 0
80 437 0 0
79 437 0 0
78 437 0 0
82 436 0 0
81 436 0 0
80 436 0 0
79 436 0 0
78 436 0 0
77 436 0 0
82 435 0 0
81 435 0 0
80 435 0 0
79 435 0 0
78 435 0 0
77 435 0 0
81 434 0 0
80 434 0 0
79 434 0 0
78 434 0 0
77 434 0 0
76 434 0 0
80 433 0 0
79 433 0 0
78 433 0 0
77 433 0 0
76 433 0 0
75 433 0 0
80 432 0 0
79 432 0 0
78 432 0 0
77 432 0 0
76 432 0 0
75 432 0 0
74 432 0 0
79 431 0 0
78 431 0 0
77 431 0 0
76 431 0 0
75 431 0 0
74 431 0 0
78 430 0 0
77 430 0 0
76 430 0 0
75 430 0 0
74 430 0 0
73 430 0 0
78 429 0 0
77 429 0 0
76 429 0 0
75 429 0 0
74 429 0 0
73 429 0 0
72 429 0 0
77 428 0 0
76 428 0 0
75 428 0 0
74 428 0 0
73 428 0 0
72 428 0 0
71 428 0 0
76 427 0 0
75 427 0 0
74 427 0 0
73 427 0 0
72 427 0 0
71 427 0 0
161 426 0 1
160 426 0 1
159 426 0 1
158 426 0 1
75 426 0 0
74 426 0 0
73 426 0 0
72 426 0 0
71 426 0 0
70 426 0 0
161 425 0 1
160 425 0 1
159 425 0 1
158 425 0 1
75 425 0 0
74 425 0 0
73 425 0 0
72 425 0 0
71 425 0 0
70 425 0 0
69 425 0 0
161 424 0 1
160 424 0 1
159 424 0 1
158 424 0 1
74 424 0 0
73 424 0 0
72 424 0 0
71 424 0 0
70 424 0 0
69 424 0 0
68 424 0 0
161 423 0 1
160 423 0 1
159 423 0 1
158 423 0 1
73 423 0 0
72 423 0 0
71 423 0 0
70 423 0 0
69 423 0 0
68 423 0 0
67 423 0 0
161 422 0 1
160 422 0 1
159 422 0 1
158 422 0 1
72 422 0 0
71 422 0 0
70 422 0 0
69 422 0 0
68 422 0 0
67 422 0 0
66 422 0 0
161 421 0 1
160 421 0 1
159 421 0 1
158 421 0 1
72 421 0 0
71 421 0 0
70 421 0 0
69 421 0 0
68 421 0 0
67 421 0 0
66 421 0 0
195 420 0 0
194 420 0 0
193 420 0 0
192 420 0 0
161 420 0 1
160 420 0 1
159 420 0 1
158 420 0 1
71 420 0 0
70 420 0 0
69 420 0 0
68 420 0 0
67 420 0 0
66 420 0 0
65 420 0 0
195 419 0 0
194 419 0 0
193 419 0 0
192 419 0 0
161 419 0 1
160 419 0 1
159 419 0 1
158 419 0 1
70 419 0 0
69 419 0 0
68 419 0 0
67 419 0 0
66 419 0 0
65 419 0 0
64 419 0 0
195 418 0 0
194 418 0 0
193 418 0 0
192 418 0 0
161 418 0 1
160 418 0 1
159 418 0 1
158 418 0 1
69 418 0 0
68 418 0 0
67 418 0 0
66 418 0 0
65 418 0 0
64 418 0 0
63 418 0 0
195 417 0 0
194 417 0 0
193 417 0 0
192 417 0 0
161 417 0 1
160 417 0 1
159 417 0 1
158 417 0 1
68 417 0 0
67 417 0 0
66 417 0 0
65 417 0 0
64 417 0 0
63 417 0 0
195 416 0 0
194 416 0 0
193 416 0 0
192 416 0 0
161 416 0 1
160 416 0 1
159 416 0 1
158 416 0 1
67 416 0 0
66 416 0 0
65 416 0 0
64 416 0 0
63 416 0 0
62 416 0 0
195 415 0 0
194 415 0 0
193 415 0 0
192 415 0 0
161 415 0 1
160 415 0 1
159 415 0 1
158 415 0 1
67 415 0 0
66 415 0 0
65 415 0 0
64 415 0 0
63 415 0 0
62 415 0 0
61 415 0 0
60 415 0 0
195 414 0 0
194 414 0 0
193 414 0 0
192 414 0 0
161 414 0 1
160 414 0 1
159 414 0 1
158 414 0 1
157 414 0 1
66 414 0 0
65 414 0 0
64 414 0 0
63 414 0 0
62 414 0 0
61 414 0 0
60 414 0 0
59 414 0 0
195 413 0 0
194 413 0 0
193 413 0 0
192 413 0 0
161 413 0 1
160 413 0 1
159 413 0 1
158 413 0 1
157 413 0 1
65 413 0 0
64 413 0 0
63 413 0 0
62 413 0 0
61 413 0 0
60 413 0 0
59 413 0 0
58 413 0 0
195 412 0 0
194 412 0 0
193 412 0 0
192 412 0 0
161 412 0 1
160 412 0 1
159 412 0 1
158 412 0 1
157 412 0 1
64 412 0 0
63 412 0 0
62 412 0 0
61 412 0 0
60 412 0 0
59 412 0 0
58 412 0 0
57 412 0 0
195 411 0 0
194 411 0 0
193 411 0 0
192 411 0 0
161 411 0 1
160 411 0 1
159 411 0 1
158 411 0 1
157 411 0 1
63 411 0 0
62 411 0 0
61 411 0 0
60 411 0 0
59 411 0 0
58 411 0 0
57 411 0 0
56 411 0 0
195 410 0 0
194 410 0 0
193 410 0 0
192 410 0 0
161 410 0 1
160 410 0 1
159 410 0 1
158 410 0 1
157 410 0 1
61 410 0 0
60 410 0 0
59 410 0 0
58 410 0 0
57 410 0 0
56 410 0 0
195 409 0 0
194 409 0 0
193 409 0 0
192 409 0 0
161 409 0 1
160 409 0 1
159 409 0 1
158 409 0 1
157 409 0 1
60 409 0 0
59 409 0 0
58 409 0 0
57 409 0 0
56 409 0 0
55 409 0 0
195 408 0 0
194 408 0 0
193 408 0 0
192 408 0 0
161 408 0 1
160 408 0 1
159 408 0 1
158 408 0 1
157 408 0 1
60 408 0 0
59 408 0 0
58 408 0 0
57 408 0 0
56 408 0 0
55 408 0 0
54 408 0 0
195 407 0 0
194 407 0 0
193 407 0 0
192 407 0 0
161 407 0 1
160 407 0 1
159 407 0 1
158 407 0 1
157 407 0 1
59 407 0 0
58 407 0 0
57 407 0 0
56 407 0 0
55 407 0 0
54 407 0 0
195 406 0 0
194 406 0 0
193 406 0 0
192 406 0 0
161 406 0 1
160 406 0 1
159 406 0 1
158 406 0 1
157 406 0 1
58 406 0 0
57 406 0 0
56 406 0 0
55 406 0 0
54 406 0 0
53 406 0 0
195 405 0 0
194 405 0 0
193 405 0 0
192 405 0 0
161 405 0 1
160 405 0 1
159 405 0 1
158 405 0 1
157 405 0 1
58 405 0 0
57 405 0 0
56 405 0 0
55 405 0 0
54 405 0 0
53 405 0 0
195 404 0 0
194 404 0 0
193 404 0 0
192 404 0 0
161 404 0 1
160 404 0 1
159 404 0 1
158 404 0 1
157 404 0 1
57 404 0 0
56 404 0 0
55 404 0 0
54 404 0 0
53 404 0 0
52 404 0 0
195 403 0 0
194 403 0 0
193 403 0 0
192 403 0 0
161 403 0 1
160 403 0 1
159 403 0 1
158 403 0 1
157 403 0 1
56 403 0 0
55 403 0 0
54 403 0 0
53 403 0 0
52 403 0 0
51 403 0 0
195 402 0 0
194 402 0 0
193 402 0 0
192 402 0 0
161 402 0 1
160 402 0 1
159 402 0 1
158 402 0 1
157 402 0 1
56 402 0 0
55 402 0 0
54 402 0 0
53 402 0 0
52 402 0 0
51 402 0 0
195 401 0 0
194 401 0 0
193 401 0 0
192 401 0 0
161 401 0 1
160 401 0 1
159 401 0 1
158 401 0 1
157 401 0 1
55 401 0 0
54 401 0 0
53 401 0 0
52 401 0 0
51 401 0 0
50 401 0 0
195 400 0 0
194 400 0 0
193 400 0 0
192 400 0 0
161 400 0 1
160 400 0 1
159 400 0 1
158 400 0 1
157 400 0 1
55 400 0 0
54 400 0 0
53 400 0 0
52 400 0 0
51 400 0 0
50 400 0 0
195 399 0 0
194 399 0 0
193 399 0 0
192 399 0 0
161 399 0 1
160 399 0 1
159 399 0 1
158 399 0 1
157 399 0 1
54 399 0 0
53 399 0 0
52 399 0 0
51 399 0 0
50 399 0 0
196 398 0 0
195 398 0 0
194 398 0 0
