6464 450 600
183 517 0 0
182 517 0 0
181 517 0 0
180 517 0 0
179 517 0 0
178 517 0 0
177 517 0 0
183 516 0 0
182 516 0 0
181 516 0 0
180 516 0 0
179 516 0 0
178 516 0 0
177 516 0 0
176 516 0 0
175 516 0 0
183 515 0 0
182 515 0 0
181 515 0 0
180 515 0 0
179 515 0 0
178 515 0 0
177 515 0 0
176 515 0 0
175 515 0 0
174 515 0 0
183 514 0 0
182 514 0 0
181 514 0 0
180 514 0 0
179 514 0 0
178 514 0 0
177 514 0 0
176 514 0 0
175 514 0 0
174 514 0 0
173 514 0 0
172 514 0 0
179 513 0 0
178 513 0 0
177 513 0 0
176 513 0 0
175 513 0 0
174 513 0 0
173 513 0 0
172 513 0 0
171 513 0 0
177 512 0 0
176 512 0 0
175 512 0 0
174 512 0 0
173 512 0 0
172 512 0 0
171 512 0 0
170 512 0 0
176 511 0 0
175 511 0 0
174 511 0 0
173 511 0 0
172 511 0 0
171 511 0 0
170 511 0 0
169 511 0 0
175 510 0 0
174 510 0 0
173 510 0 0
172 510 0 0
171 510 0 0
170 510 0 0
169 510 0 0
168 510 0 0
167 510 0 0
174 509 0 0
173 509 0 0
172 509 0 0
171 509 0 0
170 509 0 0
169 509 0 0
168 509 0 0
167 509 0 0
166 509 0 0
172 508 0 0
171 508 0 0
170 508 0 0
169 508 0 0
168 508 0 0
167 508 0 0
166 508 0 0
165 508 0 0
171 507 0 0
170 507 0 0
169 507 0 0
168 507 0 0
167 507 0 0
166 507 0 0
165 507 0 0
164 507 0 0
163 507 0 0
170 506 0 0
169 506 0 0
168 506 0 0
167 506 0 0
166 506 0 0
165 506 0 0
164 506 0 0
163 506 0 0
162 506 0 0
168 505 0 0
167 505 0 0
166 505 0 0
165 505 0 0
164 505 0 0
163 505 0 0
162 505 0 0
161 505 0 0
160 505 0 0
167 504 0 0
166 504 0 0
165 504 0 0
164 504 0 0
163 504 0 0
162 504 0 0
161 504 0 0
160 504 0 0
159 504 0 0
166 503 0 0
165 503 0 0
164 503 0 0
163 503 0 0
162 503 0 0
161 503 0 0
160 503 0 0
159 503 0 0
158 503 0 0
164 502 0 0
163 502 0 0
162 502 0 0
161 502 0 0
160 502 0 0
159 502 0 0
158 502 0 0
162 501 0 0
161 501 0 0
160 501 0 0
159 501 0 0
158 501 0 0
157 501 0 0
161 500 0 0
160 500 0 0
159 500 0 0
158 500 0 0
157 500 0 0
156 500 0 0
155 500 0 0
161 499 0 0
160 499 0 0
159 499 0 0
158 499 0 0
157 499 0 0
156 499 0 0
155 499 0 0
154 499 0 0
160 498 0 0
159 498 0 0
158 498 0 0
157 498 0 0
156 498 0 0
155 498 0 0
154 498 0 0
153 498 0 0
159 497 0 0
158 497 0 0
157 497 0 0
156 497 0 0
155 497 0 0
154 497 0 0
153 497 0 0
152 497 0 0
151 497 0 0
158 496 0 0
157 496 0 0
156 496 0 0
155 496 0 0
154 496 0 0
153 496 0 0
152 496 0 0
151 496 0 0
150 496 0 0
157 495 0 0
156 495 0 0
155 495 0 0
154 495 0 0
153 495 0 0
152 495 0 0
151 495 0 0
150 495 0 0
149 495 0 0
155 494 0 0
154 494 0 0
153 494 0 0
152 494 0 0
151 494 0 0
150 494 0 0
149 494 0 0
148 494 0 0
153 493 0 0
152 493 0 0
151 493 0 0
150 493 0 0
149 493 0 0
148 493 0 0
152 492 0 0
151 492 0 0
150 492 0 0
149 492 0 0
148 492 0 0
147 492 0 0
152 491 0 0
151 491 0 0
150 491 0 0
149 491 0 0
148 491 0 0
147 491 0 0
146 491 0 0
151 490 0 0
150 490 0 0
149 490 0 0
148 490 0 0
147 490 0 0
146 490 0 0
150 489 0 0
149 489 0 0
148 489 0 0
147 489 0 0
146 489 0 0
145 489 0 0
149 488 0 0
148 488 0 0
147 488 0 0
146 488 0 0
145 488 0 0
149 487 0 0
148 487 0 0
147 487 0 0
146 487 0 0
145 487 0 0
148 486 0 0
147 486 0 0
146 486 0 0
145 486 0 0
144 486 0 0
148 485 0 0
147 485 0 0
146 485 0 0
145 485 0 0
144 485 0 0
148 484 0 0
147 484 0 0
146 484 0 0
145 484 0 0
144 484 0 0
143 484 0 0
208 483 0 1
207 483 0 1
206 483 0 1
205 483 0 1
147 483 0 0
146 483 0 0
145 483 0 0
144 483 0 0
143 483 0 0
208 482 0 1
207 482 0 1
206 482 0 1
205 482 0 1
147 482 0 0
146 482 0 0
145 482 0 0
144 482 0 0
143 482 0 0
142 482 0 0
208 481 0 1
207 481 0 1
206 481 0 1
205 481 0 1
147 481 0 0
146 481 0 0
145 481 0 0
144 481 0 0
143 481 0 0
142 481 0 0
141 481 0 0
208 480 0 1
207 480 0 1
206 480 0 1
205 480 0 1
146 480 0 0
145 480 0 0
144 480 0 0
143 480 0 0
142 480 0 0
141 480 0 0
140 480 0 0
208 479 0 1
207 479 0 1
206 479 0 1
205 479 0 1
145 479 0 0
144 479 0 0
143 479 0 0
142 479 0 0
141 479 0 0
140 479 0 0
139 479 0 0
138 479 0 0
208 478 0 1
207 478 0 1
206 478 0 1
205 478 0 1
144 478 0 0
143 478 0 0
142 478 0 0
141 478 0 0
140 478 0 0
139 478 0 0
138 478 0 0
137 478 0 0
208 477 0 1
207 477 0 1
206 477 0 1
205 477 0 1
143 477 0 0
142 477 0 0
141 477 0 0
140 477 0 0
139 477 0 0
138 477 0 0
137 477 0 0
136 477 0 0
208 476 0 1
207 476 0 1
206 476 0 1
205 476 0 1
142 476 0 0
141 476 0 0
140 476 0 0
139 476 0 0
138 476 0 0
137 476 0 0
136 476 0 0
135 476 0 0
208 475 0 1
207 475 0 1
206 475 0 1
205 475 0 1
140 475 0 0
139 475 0 0
138 475 0 0
137 475 0 0
136 475 0 0
135 475 0 0
134 475 0 0
208 474 0 1
207 474 0 1
206 474 0 1
205 474 0 1
139 474 0 0
138 474 0 0
137 474 0 0
136 474 0 0
135 474 0 0
134 474 0 0
133 474 0 0
208 473 0 1
207 473 0 1
206 473 0 1
205 473 0 1
138 473 0 0
137 473 0 0
136 473 0 0
135 473 0 0
134 473 0 0
133 473 0 0
132 473 0 0
208 472 0 1
207 472 0 1
206 472 0 1
205 472 0 1
137 472 0 0
136 472 0 0
135 472 0 0
134 472 0 0
133 472 0 0
132 472 0 0
131 472 0 0
208 471 0 1
207 471 0 1
206 471 0 1
205 471 0 1
136 471 0 0
135 471 0 0
134 471 0 0
133 471 0 0
132 471 0 0
131 471 0 0
130 471 0 0
208 470 0 1
207 470 0 1
206 470 0 1
205 470 0 1
135 470 0 0
134 470 0 0
133 470 0 0
132 470 0 0
131 470 0 0
130 470 0 0
129 470 0 0
208 469 0 1
207 469 0 1
206 469 0 1
205 469 0 1
134 469 0 0
133 469 0 0
132 469 0 0
131 469 0 0
130 469 0 0
129 469 0 0
128 469 0 0
208 468 0 1
207 468 0 1
206 468 0 1
205 468 0 1
133 468 0 0
132 468 0 0
131 468 0 0
130 468 0 0
129 468 0 0
128 468 0 0
209 467 0 1
208 467 0 1
207 467 0 1
206 467 0 1
205 467 0 1
132 467 0 0
131 467 0 0
130 467 0 0
129 467 0 0
128 467 0 0
127 467 0 0
209 466 0 1
208 466 0 1
207 466 0 1
206 466 0 1
205 466 0 1
131 466 0 0
130 466 0 0
129 466 0 0
128 466 0 0
127 466 0 0
126 466 0 0
209 465 0 1
208 465 0 1
207 465 0 1
206 465 0 1
205 465 0 1
131 465 0 0
130 465 0 0
129 465 0 0
128 465 0 0
127 465 0 0
126 465 0 0
125 465 0 0
209 464 0 1
208 464 0 1
207 464 0 1
206 464 0 1
205 464 0 1
130 464 0 0
129 464 0 0
128 464 0 0
127 464 0 0
126 464 0 0
125 464 0 0
124 464 0 0
209 463 0 1
208 463 0 1
207 463 0 1
206 463 0 1
205 463 0 1
129 463 0 0
128 463 0 0
127 463 0 0
126 463 0 0
125 463 0 0
124 463 0 0
123 463 0 0
210 462 0 1
209 462 0 1
208 462 0 1
207 462 0 1
206 462 0 1
205 462 0 1
128 462 0 0
127 462 0 0
126 462 0 0
125 462 0 0
124 462 0 0
123 462 0 0
122 462 0 0
210 461 0 1
209 461 0 1
208 461 0 1
207 461 0 1
206 461 0 1
127 461 0 0
126 461 0 0
125 461 0 0
124 461 0 0
123 461 0 0
122 461 0 0
121 461 0 0
210 460 0 1
209 460 0 1
208 460 0 1
207 460 0 1
206 460 0 1
126 460 0 0
125 460 0 0
124 460 0 0
123 460 0 0
122 460 0 0
121 460 0 0
120 460 0 0
210 459 0 1
209 459 0 1
208 459 0 1
