5903 450 600
385 515 0 1
384 515 0 1
383 515 0 1
382 515 0 1
386 514 0 1
385 514 0 1
384 514 0 1
383 514 0 1
382 514 0 1
387 513 0 1
386 513 0 1
385 513 0 1
384 513 0 1
383 513 0 1
382 513 0 1
389 512 0 1
388 512 0 1
387 512 0 1
386 512 0 1
385 512 0 1
384 512 0 1
383 512 0 1
382 512 0 1
390 511 0 1
389 511 0 1
388 511 0 1
387 511 0 1
386 511 0 1
385 511 0 1
384 511 0 1
383 511 0 1
391 510 0 1
390 510 0 1
389 510 0 1
388 510 0 1
387 510 0 1
386 510 0 1
385 510 0 1
384 510 0 1
393 509 0 1
392 509 0 1
391 509 0 1
390 509 0 1
389 509 0 1
388 509 0 1
387 509 0 1
386 509 0 1
385 509 0 1
395 508 0 1
394 508 0 1
393 508 0 1
392 508 0 1
391 508 0 1
390 508 0 1
389 508 0 1
388 508 0 1
387 508 0 1
386 508 0 1
398 507 0 1
397 507 0 1
396 507 0 1
395 507 0 1
394 507 0 1
393 507 0 1
392 507 0 1
391 507 0 1
390 507 0 1
389 507 0 1
388 507 0 1
402 506 0 1
401 506 0 1
400 506 0 1
399 506 0 1
398 506 0 1
397 506 0 1
396 506 0 1
395 506 0 1
394 506 0 1
393 506 0 1
392 506 0 1
391 506 0 1
390 506 0 1
389 506 0 1
19 506 0 1
18 506 0 1
17 506 0 1
16 506 0 1
405 505 0 1
404 505 0 1
403 505 0 1
402 505 0 1
401 505 0 1
400 505 0 1
399 505 0 1
398 505 0 1
397 505 0 1
396 505 0 1
395 505 0 1
394 505 0 1
393 505 0 1
392 505 0 1
391 505 0 1
35 505 0 1
34 505 0 1
33 505 0 1
32 505 0 1
31 505 0 1
30 505 0 1
29 505 0 1
28 505 0 1
27 505 0 1
26 505 0 1
25 505 0 1
24 505 0 1
23 505 0 1
22 505 0 1
21 505 0 1
20 505 0 1
19 505 0 1
18 505 0 1
17 505 0 1
16 505 0 1
408 504 0 1
407 504 0 1
406 504 0 1
405 504 0 1
404 504 0 1
403 504 0 1
402 504 0 1
401 504 0 1
400 504 0 1
399 504 0 1
398 504 0 1
397 504 0 1
396 504 0 1
395 504 0 1
394 504 0 1
393 504 0 1
392 504 0 1
44 504 0 1
43 504 0 1
42 504 0 1
41 504 0 1
40 504 0 1
39 504 0 1
38 504 0 1
37 504 0 1
36 504 0 1
35 504 0 1
34 504 0 1
33 504 0 1
32 504 0 1
31 504 0 1
30 504 0 1
29 504 0 1
28 504 0 1
27 504 0 1
26 504 0 1
25 504 0 1
24 504 0 1
23 504 0 1
22 504 0 1
21 504 0 1
20 504 0 1
19 504 0 1
18 504 0 1
17 504 0 1
16 504 0 1
410 503 0 1
409 503 0 1
408 503 0 1
407 503 0 1
406 503 0 1
405 503 0 1
404 503 0 1
403 503 0 1
402 503 0 1
401 503 0 1
400 503 0 1
399 503 0 1
398 503 0 1
397 503 0 1
396 503 0 1
395 503 0 1
52 503 0 1
51 503 0 1
50 503 0 1
49 503 0 1
48 503 0 1
47 503 0 1
46 503 0 1
45 503 0 1
44 503 0 1
43 503 0 1
42 503 0 1
41 503 0 1
40 503 0 1
39 503 0 1
38 503 0 1
37 503 0 1
36 503 0 1
35 503 0 1
34 503 0 1
33 503 0 1
32 503 0 1
31 503 0 1
30 503 0 1
29 503 0 1
28 503 0 1
27 503 0 1
26 503 0 1
25 503 0 1
24 503 0 1
23 503 0 1
22 503 0 1
21 503 0 1
20 503 0 1
19 503 0 1
18 503 0 1
17 503 0 1
16 503 0 1
413 502 0 1
412 502 0 1
411 502 0 1
410 502 0 1
409 502 0 1
408 502 0 1
407 502 0 1
406 502 0 1
405 502 0 1
404 502 0 1
403 502 0 1
402 502 0 1
401 502 0 1
400 502 0 1
399 502 0 1
398 502 0 1
397 502 0 1
60 502 0 1
59 502 0 1
58 502 0 1
57 502 0 1
56 502 0 1
55 502 0 1
54 502 0 1
53 502 0 1
52 502 0 1
51 502 0 1
50 502 0 1
49 502 0 1
48 502 0 1
47 502 0 1
46 502 0 1
45 502 0 1
44 502 0 1
43 502 0 1
42 502 0 1
41 502 0 1
40 502 0 1
39 502 0 1
38 502 0 1
37 502 0 1
36 502 0 1
35 502 0 1
34 502 0 1
33 502 0 1
32 502 0 1
31 502 0 1
30 502 0 1
29 502 0 1
28 502 0 1
27 502 0 1
26 502 0 1
25 502 0 1
24 502 0 1
23 502 0 1
22 502 0 1
21 502 0 1
20 502 0 1
19 502 0 1
18 502 0 1
17 502 0 1
16 502 0 1
416 501 0 1
415 501 0 1
414 501 0 1
413 501 0 1
412 501 0 1
411 501 0 1
410 501 0 1
409 501 0 1
408 501 0 1
407 501 0 1
406 501 0 1
405 501 0 1
404 501 0 1
403 501 0 1
402 501 0 1
401 501 0 1
67 501 0 1
66 501 0 1
65 501 0 1
64 501 0 1
63 501 0 1
62 501 0 1
61 501 0 1
60 501 0 1
59 501 0 1
58 501 0 1
57 501 0 1
56 501 0 1
55 501 0 1
54 501 0 1
53 501 0 1
52 501 0 1
51 501 0 1
50 501 0 1
49 501 0 1
48 501 0 1
47 501 0 1
46 501 0 1
45 501 0 1
44 501 0 1
43 501 0 1
42 501 0 1
41 501 0 1
40 501 0 1
39 501 0 1
38 501 0 1
37 501 0 1
36 501 0 1
35 501 0 1
34 501 0 1
33 501 0 1
32 501 0 1
31 501 0 1
30 501 0 1
29 501 0 1
28 501 0 1
419 500 0 1
418 500 0 1
417 500 0 1
416 500 0 1
415 500 0 1
414 500 0 1
413 500 0 1
412 500 0 1
411 500 0 1
410 500 0 1
409 500 0 1
408 500 0 1
407 500 0 1
406 500 0 1
405 500 0 1
404 500 0 1
85 500 0 1
84 500 0 1
83 500 0 1
82 500 0 1
81 500 0 1
80 500 0 1
79 500 0 1
78 500 0 1
77 500 0 1
76 500 0 1
75 500 0 1
74 500 0 1
73 500 0 1
72 500 0 1
71 500 0 1
70 500 0 1
69 500 0 1
68 500 0 1
67 500 0 1
66 500 0 1
65 500 0 1
64 500 0 1
63 500 0 1
62 500 0 1
61 500 0 1
60 500 0 1
59 500 0 1
58 500 0 1
57 500 0 1
56 500 0 1
55 500 0 1
54 500 0 1
53 500 0 1
52 500 0 1
51 500 0 1
50 500 0 1
49 500 0 1
48 500 0 1
47 500 0 1
46 500 0 1
45 500 0 1
44 500 0 1
43 500 0 1
42 500 0 1
41 500 0 1
40 500 0 1
39 500 0 1
38 500 0 1
37 500 0 1
36 500 0 1
422 499 0 1
421 499 0 1
420 499 0 1
419 499 0 1
418 499 0 1
417 499 0 1
416 499 0 1
415 499 0 1
414 499 0 1
413 499 0 1
412 499 0 1
411 499 0 1
410 499 0 1
409 499 0 1
408 499 0 1
407 499 0 1
109 499 0 1
108 499 0 1
107 499 0 1
106 499 0 1
105 499 0 1
104 499 0 1
103 499 0 1
102 499 0 1
101 499 0 1
100 499 0 1
99 499 0 1
98 499 0 1
97 499 0 1
96 499 0 1
95 499 0 1
94 499 0 1
93 499 0 1
92 499 0 1
91 499 0 1
90 499 0 1
89 499 0 1
88 499 0 1
87 499 0 1
86 499 0 1
85 499 0 1
84 499 0 1
83 499 0 1
82 499 0 1
81 499 0 1
80 499 0 1
79 499 0 1
78 499 0 1
77 499 0 1
76 499 0 1
75 499 0 1
74 499 0 1
73 499 0 1
72 499 0 1
71 499 0 1
70 499 0 1
69 499 0 1
68 499 0 1
67 499 0 1
66 499 0 1
65 499 0 1
64 499 0 1
63 499 0 1
62 499 0 1
61 499 0 1
60 499 0 1
59 499 0 1
58 499 0 1
57 499 0 1
56 499 0 1
55 499 0 1
54 499 0 1
53 499 0 1
52 499 0 1
51 499 0 1
50 499 0 1
49 499 0 1
48 499 0 1
47 499 0 1
46 499 0 1
45 499 0 1
428 498 0 1
427 498 0 1
426 498 0 1
425 498 0 1
424 498 0 1
423 498 0 1
422 498 0 1
421 498 0 1
420 498 0 1
419 498 0 1
418 498 0 1
417 498 0 1
416 498 0 1
415 498 0 1
414 498 0 1
413 498 0 1
412 498 0 1
411 498 0 1
410 498 0 1
117 498 0 1
116 498 0 1
115 498 0 1
114 498 0 1
113 498 0 1
112 498 0 1
111 498 0 1
110 498 0 1
109 498 0 1
108 498 0 1
107 498 0 1
106 498 0 1
105 498 0 1
104 498 0 1
103 498 0 1
102 498 0 1
101 498 0 1
100 498 0 1
99 498 0 1
98 498 0 1
97 498 0 1
96 498 0 1
95 498 0 1
94 498 0 1
93 498 0 1
92 498 0 1
91 498 0 1
90 498 0 1
89 498 0 1
88 498 0 1
87 498 0 1
86 498 0 1
85 498 0 1
84 498 0 1
83 498 0 1
82 498 0 1
81 498 0 1
80 498 0 1
79 498 0 1
78 498 0 1
77 498 0 1
76 498 0 1
75 498 0 1
74 498 0 1
73 498 0 1
72 498 0 1
71 498 0 1
70 498 0 1
69 498 0 1
68 498 0 1
67 498 0 1
66 498 0 1
65 498 0 1
64 498 0 1
63 498 0 1
62 498 0 1
61 498 0 1
60 498 0 1
59 498 0 1
58 498 0 1
57 498 0 1
56 498 0 1
55 498 0 1
54 498 0 1
53 498 0 1
428 497 0 1
427 497 0 1
426 497 0 1
425 497 0 1
424 497 0 1
423 497 0 1
422 497 0 1
421 497 0 1
420 497 0 1
419 497 0 1
418 497 0 1
417 497 0 1
416 497 0 1
415 497 0 1
414 497 0 1
413 497 0 1
123 497 0 1
122 497 0 1
121 497 0 1
120 497 0 1
119 497 0 1
118 497 0 1
117 497 0 1
116 497 0 1
115 497 0 1
114 497 0 1
113 497 0 1
112 497 0 1
111 497 0 1
110 497 0 1
109 497 0 1
108 497 0 1
107 497 0 1
106 497 0 1
105 497 0 1
104 497 0 1
103 497 0 1
102 497 0 1
101 497 0 1
100 497 0 1
99 497 0 1
98 497 0 1
97 497 0 1
96 497 0 1
95 497 0 1
94 497 0 1
93 497 0 1
92 497 0 1
91 497 0 1
90 497 0 1
89 497 0 1
88 497 0 1
87 497 0 1
86 497 0 1
85 497 0 1
84 497 0 1
83 497 0 1
82 497 0 1
81 497 0 1
80 497 0 1
79 497 0 1
78 497 0 1
77 497 0 1
76 497 0 1
75 497 0 1
74 497 0 1
73 497 0 1
72 497 0 1
71 497 0 1
70 497 0 1
69 497 0 1
68 497 0 1
67 497 0 1
66 497 0 1
65 497 0 1
64 497 0 1
63 497 0 1
62 497 0 1
61 497 0 1
428 496 0 1
427 496 0 1
426 496 0 1
425 496 0 1
424 496 0 1
423 496 0 1
422 496 0 1
421 496 0 1
420 496 0 1
419 496 0 1
418 496 0 1
417 496 0 1
416 496 0 1
415 496 0 1
128 496 0 1
127 496 0 1
126 496 0 1
125 496 0 1
124 496 0 1
123 496 0 1
122 496 0 1
121 496 0 1
120 496 0 1
119 496 0 1
118 496 0 1
117 496 0 1
116 496 0 1
115 496 0 1
114 496 0 1
113 496 0 1
112 496 0 1
111 496 0 1
110 496 0 1
109 496 0 1
108 496 0 1
107 496 0 1
106 496 0 1
105 496 0 1
104 496 0 1
103 496 0 1
102 496 0 1
101 496 0 1
100 496 0 1
99 496 0 1
98 496 0 1
97 496 0 1
96 496 0 1
95 496 0 1
94 496 0 1
93 496 0 1
92 496 0 1
91 496 0 1
90 496 0 1
89 496 0 1
88 496 0 1
87 496 0 1
86 496 0 1
85 496 0 1
84 496 0 1
83 496 0 1
82 496 0 1
81 496 0 1
80 496 0 1
