6398 481 321
319 308 0 0
318 308 0 0
317 308 0 0
316 308 0 0
319 307 0 0
318 307 0 0
317 307 0 0
316 307 0 0
315 307 0 0
314 307 0 0
313 307 0 0
312 307 0 0
311 307 0 0
310 307 0 0
309 307 0 0
308 307 0 0
319 306 0 0
318 306 0 0
317 306 0 0
316 306 0 0
315 306 0 0
314 306 0 0
313 306 0 0
312 306 0 0
311 306 0 0
310 306 0 0
309 306 0 0
308 306 0 0
307 306 0 0
306 306 0 0
305 306 0 0
304 306 0 0
303 306 0 0
302 306 0 0
301 306 0 0
300 306 0 0
299 306 0 0
319 305 0 0
318 305 0 0
317 305 0 0
316 305 0 0
315 305 0 0
314 305 0 0
313 305 0 0
312 305 0 0
311 305 0 0
310 305 0 0
309 305 0 0
308 305 0 0
307 305 0 0
306 305 0 0
305 305 0 0
304 305 0 0
303 305 0 0
302 305 0 0
301 305 0 0
300 305 0 0
299 305 0 0
298 305 0 0
297 305 0 0
296 305 0 0
295 305 0 0
294 305 0 0
293 305 0 0
319 304 0 0
318 304 0 0
317 304 0 0
316 304 0 0
315 304 0 0
314 304 0 0
313 304 0 0
312 304 0 0
311 304 0 0
310 304 0 0
309 304 0 0
308 304 0 0
307 304 0 0
306 304 0 0
305 304 0 0
304 304 0 0
303 304 0 0
302 304 0 0
301 304 0 0
300 304 0 0
299 304 0 0
298 304 0 0
297 304 0 0
296 304 0 0
295 304 0 0
294 304 0 0
293 304 0 0
292 304 0 0
291 304 0 0
290 304 0 0
289 304 0 0
288 304 0 0
287 304 0 0
313 303 0 0
312 303 0 0
311 303 0 0
310 303 0 0
309 303 0 0
308 303 0 0
307 303 0 0
306 303 0 0
305 303 0 0
304 303 0 0
303 303 0 0
302 303 0 0
301 303 0 0
300 303 0 0
299 303 0 0
298 303 0 0
297 303 0 0
296 303 0 0
295 303 0 0
294 303 0 0
293 303 0 0
292 303 0 0
291 303 0 0
290 303 0 0
289 303 0 0
288 303 0 0
287 303 0 0
286 303 0 0
285 303 0 0
284 303 0 0
283 303 0 0
282 303 0 0
281 303 0 0
280 303 0 0
279 303 0 0
278 303 0 0
277 303 0 0
276 303 0 0
275 303 0 0
274 303 0 0
307 302 0 0
306 302 0 0
305 302 0 0
304 302 0 0
303 302 0 0
302 302 0 0
301 302 0 0
300 302 0 0
299 302 0 0
298 302 0 0
297 302 0 0
296 302 0 0
295 302 0 0
294 302 0 0
293 302 0 0
292 302 0 0
291 302 0 0
290 302 0 0
289 302 0 0
288 302 0 0
287 302 0 0
286 302 0 0
285 302 0 0
284 302 0 0
283 302 0 0
282 302 0 0
281 302 0 0
280 302 0 0
279 302 0 0
278 302 0 0
277 302 0 0
276 302 0 0
275 302 0 0
274 302 0 0
273 302 0 0
272 302 0 0
271 302 0 0
270 302 0 0
269 302 0 0
268 302 0 0
267 302 0 0
266 302 0 0
265 302 0 0
264 302 0 0
263 302 0 0
262 302 0 0
261 302 0 0
260 302 0 0
259 302 0 0
258 302 0 0
257 302 0 0
256 302 0 0
255 302 0 0
254 302 0 0
253 302 0 0
252 302 0 0
251 302 0 0
250 302 0 0
249 302 0 0
248 302 0 0
