4340 450 600
286 520 0 0
285 520 0 0
284 520 0 0
283 520 0 0
282 520 0 0
286 519 0 0
285 519 0 0
284 519 0 0
283 519 0 0
282 519 0 0
286 518 0 0
285 518 0 0
284 518 0 0
283 518 0 0
282 518 0 0
281 518 0 0
286 517 0 0
285 517 0 0
284 517 0 0
283 517 0 0
282 517 0 0
281 517 0 0
285 516 0 0
284 516 0 0
283 516 0 0
282 516 0 0
281 516 0 0
284 515 0 0
283 515 0 0
282 515 0 0
281 515 0 0
280 515 0 0
284 514 0 0
283 514 0 0
282 514 0 0
281 514 0 0
280 514 0 0
284 513 0 0
283 513 0 0
282 513 0 0
281 513 0 0
280 513 0 0
279 513 0 0
284 512 0 0
283 512 0 0
282 512 0 0
281 512 0 0
280 512 0 0
279 512 0 0
283 511 0 0
282 511 0 0
281 511 0 0
280 511 0 0
279 511 0 0
283 510 0 0
282 510 0 0
281 510 0 0
280 510 0 0
279 510 0 0
278 510 0 0
283 509 0 0
282 509 0 0
281 509 0 0
280 509 0 0
279 509 0 0
278 509 0 0
282 508 0 0
281 508 0 0
280 508 0 0
279 508 0 0
278 508 0 0
277 508 0 0
282 507 0 0
281 507 0 0
280 507 0 0
279 507 0 0
278 507 0 0
277 507 0 0
281 506 0 0
280 506 0 0
279 506 0 0
278 506 0 0
277 506 0 0
281 505 0 0
280 505 0 0
279 505 0 0
278 505 0 0
277 505 0 0
276 505 0 0
280 504 0 0
279 504 0 0
278 504 0 0
277 504 0 0
276 504 0 0
280 503 0 0
279 503 0 0
278 503 0 0
277 503 0 0
276 503 0 0
275 503 0 0
280 502 0 0
279 502 0 0
278 502 0 0
277 502 0 0
276 502 0 0
275 502 0 0
279 501 0 0
278 501 0 0
277 501 0 0
276 501 0 0
275 501 0 0
279 500 0 0
278 500 0 0
277 500 0 0
276 500 0 0
275 500 0 0
279 499 0 0
278 499 0 0
277 499 0 0
276 499 0 0
275 499 0 0
274 499 0 0
278 498 0 0
277 498 0 0
276 498 0 0
275 498 0 0
274 498 0 0
278 497 0 0
277 497 0 0
276 497 0 0
